Isolate ID	Scheme	Sequence Type	Locus 1	Locus 2	Locus 3	Locus 4	Locus 5	Locus 6	Locus 7
WGS-010	saureus	239	arcC(2)	aroE(3)	glpF(1)	gmk(1)	pta(4)	tpi(4)	yqiL(3)
