Isolate ID	Scheme	Sequence Type	Locus 1	Locus 2	Locus 3	Locus 4	Locus 5	Locus 6	Locus 7
sau021	saureus	-	arcC(864?)	aroE(1085?)	glpF(8)	gmk(6)	pta(10)	tpi(3)	yqiL(2)
