Isolate ID	Scheme	Sequence Type	Locus 1	Locus 2	Locus 3	Locus 4	Locus 5	Locus 6	Locus 7
MR03	saureus	59	arcC(19)	aroE(23)	glpF(15)	gmk(2)	pta(19)	tpi(20)	yqiL(15)
