Isolate ID	Scheme	Sequence Type	Locus 1	Locus 2	Locus 3	Locus 4	Locus 5	Locus 6	Locus 7
sau027	saureus	-	arcC(~862)	aroE(14)	glpF(8)	gmk(614?)	pta(10)	tpi(~864)	yqiL(2)
