Isolate ID	Scheme	Sequence Type	Locus 1	Locus 2	Locus 3	Locus 4	Locus 5	Locus 6	Locus 7
2C010	saureus	1232	arcC(3)	aroE(35)	glpF(167)	gmk(2)	pta(20)	tpi(26)	yqiL(39)
